left_color,right_color,correct_response,top_txt,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,intro.started,image.started,text.started,button.started,intro.stopped,button.numClicks,button.timesOn,button.timesOff,trial.started,image_2.started,image_3.started,image_4.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.01870204199803993,0.030423416988924146,0.030423416988924146,1.9981745000113733,10.466149042011239,1,[8.467480666004121],[8.467486290988745],,,,,,490520,001,2025-04-11_16h16.46.074,PSYCOPHY,2024.2.5,None,2025-04-11 16h16.53.589230 +0300,
img/white_butterfly.png,img/yellow_butterfly.png,right_img_trial, ,0,0,0,0,0,0,3,0,0,0,0,10.523341583990259,,,,,,,,,,10.518575791997137,10.523341583990259,10.523341583990259,10.523341583990259,0.0523776670161169,,,,,,,,
