left_color,right_color,correct_response,top_txt,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,intro.started,image.started,text.started,button.started,intro.stopped,button.numClicks,button.timesOn,button.timesOff,trial.started,image_2.started,left_img_trial.started,right_img_trial.started,mouse.started,trial.stopped,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,correct,feedback1.started,text_2.started,text_2.stopped,feedback1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,0.01931466700625606,0.025459625001531094,0.025459625001531094,1.9982928330136929,3.3587903330044355,1,[1.3600030000088736],[1.3600082909979392],,,,,,,,,,,,,,,,,,,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
img/white_butterfly.png,img/yellow_butterfly.png,right_img_trial, ,0,0,0,[0.12666666666666668],[0.023333333333333334],[1],[0],[0],[0.792399750003824],['right_img_trial'],0,0,0,3,0,0,0,0,3.413465041987365,,,,,,,,,,3.4087400829885155,3.413465041987365,3.413465041987365,3.413465041987365,0.049886542023159564,4.201484291988891,[0.12666666666666668],[0.023333333333333334],[1],[0],[0],[0.792399750003824],['right_img_trial'],1,4.205111499992199,4.208138624991989,5.282479916990269,5.200345416989876,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
img/white_butterfly.png,img/yellow_butterfly.png,right_img_trial, ,0,0,0,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
img/white_butterfly.png,img/purple_butterfly.png,left_img_trial, ,0,0,0,[-0.22],[0.05],[1],[0],[0],[0.7906892919854727],['left_img_trial'],0,1,1,1,0,0,0,0,5.282479916990269,,,,,,,,,,5.277356625010725,5.282479916990269,5.282479916990269,5.282479916990269,0.07578687500790693,6.06841045798501,[-0.22],[0.05],[1],[0],[0],[0.7906892919854727],['left_img_trial'],1,6.068533957994077,6.072084249986801,7.147478291997686,7.067677124985494,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
img/white_butterfly.png,img/purple_butterfly.png,left_img_trial, ,1,1,0,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
img/purple_butterfly.png,img/white_butterfly.png,left_img_trial, ,0,0,0,[-0.215],[0.04833333333333333],[1],[0],[0],[0.6815689590002876],['left_img_trial'],0,2,2,0,0,0,0,0,7.147478291997686,,,,,,,,,,7.143271542008733,7.147478291997686,7.147478291997686,7.147478291997686,0.07477879102225415,7.825290083012078,[-0.215],[0.04833333333333333],[1],[0],[0],[0.6815689590002876],['left_img_trial'],1,7.825430083001265,7.83156500000041,8.869199167005718,8.81794137498946,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
img/purple_butterfly.png,img/white_butterfly.png,left_img_trial, ,2,2,0,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
img/yellow_butterfly.png,img/white_butterfly.png,right_img_trial, ,0,0,0,[0.275],[0.021666666666666667],[1],[0],[0],[0.9033568750019185],['right_img_trial'],0,3,3,2,0,0,0,0,8.869199167005718,,,,,,,,,,8.864939874998527,8.869199167005718,8.869199167005718,8.869199167005718,0.03955608399701305,9.768688832991756,[0.275],[0.021666666666666667],[1],[0],[0],[0.9033568750019185],['right_img_trial'],1,9.768823166989023,9.772558166994713,10.772323000011966,10.767562124994583,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
img/yellow_butterfly.png,img/white_butterfly.png,right_img_trial, ,3,3,0,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117511,001,2025-04-11_16h36.00.661,PSYCOPHY,2024.2.5,None,2025-04-11 16h36.08.033702 +0300,
