left_color,right_color,correct_response,top_txt,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,intro.started,image.started,text.started,button.started,intro.stopped,button.numClicks,button.timesOn,button.timesOff,trial.started,image_2.started,image_3.started,image_4.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.015371249988675117,0.023896832979517058,0.023896832979517058,1.990650874999119,2.727052582980832,1,[0.7357979170046747],[0.7358033749915194],,,,,,308260,001,2025-04-11_16h08.45.257,PSYCOPHY,2024.2.5,None,2025-04-11 16h08.57.542272 +0300,
img/white_butterfly.png,img/purple_butterfly.png,left_img_trial, ,0,0,0,0,0,0,1,0,0,0,0,2.811784958001226,,,,,,,,,,2.804506874992512,2.811784958001226,2.811784958001226,2.811784958001226,0.0773925420071464,,,,,,,,
